pdf_name,title,author,author_place,journal,volume,year,pages
Gelb_1969_Ath47_capp_karkemish.PDF.pdf,A CAPP ADOCIAN TABLET SUPPOSEDLY FROM THE NEIGHBORHOOD OF CARCHEMISH,Johannes Friedrich,,,,1969,
Gelb_1974_GutFS1_votive.pdf,AN OLD ASSYRIAN VOTIVE VESSEL,I. J. GELB,Chicago,,,1974,
Gelb_Sollberger_1957_JNES16_first_legal.pdf,The First Legal Document from the Later Old Assyrian Period,I. J. Gelb; E. Sollberger,,Journal of Near Eastern Studies,16,1957,163-175
"Gledhill, J. & M. Larsen - The Polanyi Paradigm and a Dynamic Analysis of Archaic States. Ch 13, 1982 197-229.pdf",The Polanyi Paradigm and a Dynamic Analysis of Archaic States,JOHN GLEDHILL AND MOGENS LARSEN,,,,1982,197–199
Gledhill_Larsen_1982_Polanyi_Paradigm_in_Theory_Expl.pdf,The Polanyi Paradigm and a Dynamic Analysis of Archaic States,John Gledhill and Mogens Larsen,,,,1982,
Goetze_1933_history.PDF.pdf,HANDBUCH DER ALTERTUMSWISSENSCHAFT,Walter Otto,München,,,1933,
Goetze_1953a_JCS7_Tuttul.pdf,"Tuttul in a ""Cappadocian"" Proper Name",Albrecht Goetze,"New Haven, Connecticut, U. S. A.",Journal of Cuneiform Studies,7,1953,110
Goetze_1953b_Language29_PN.pdf,THE THEOPHOROUS ELEMENTS OF THE ANATOLIAN PROPER NAMES FROM CAPPADOCIA,ALBRECHT GOETZE,Yale University,,,1953,
Goetze_1954a_JCS8_linguistic_continuity.pdf,The Linguistic Continuity of Anatolia as Shown by Its Proper Names,Albrecht Goetze,Yale University,Journal of Cuneiform Studies,8,1954,74-81
Goetze_1954b_JCS8_Texts_Fragments.pdf,Texts and Fragments,A. Goetze,,Journal of Cuneiform Studies,8,1954,144-148
Goetze_1954c_Language30.pdf,SOME GROUPS OF ANCIENT ANATOLIAN PROPER NAMES,ALBRECHT GOETZE,Yale University,,,1954,
Goetze_1960_RHA_kanishite.pdf,"Suffixes in ""Kanishite"" Proper Names",A. GOETZE,,RHA,6,1960,44-47
Gokcek_2002_ArAn5_pots.pdf,KULTEPE METiNLERiNDE GE<;EN KAPLAR,L. GÜRKAN GÖKÇEK,,,,2002,
"Grayson, A. Kirk - Assyrian Rulers of the Third and Second Millennia BC (to 1115 BC). RIMA 1, 1987.pdf",Assyrian Rulers of the Third and Second Millennia BC (TO 1115 BC),A. Kirk Grayson,Toronto,The Royal Inscriptions of Mesopotamia. Assyrian Periods,1,1987,
"Green, Alberto R. W. - The Storm-God in the Ancient Near East. 2003.pdf",The storm-god in the ancient Near East,Alberto R. W Green,"Winona Lake, Indiana",Biblical and Judaic Studies,8,2003,293–335
Gunbatti_1987_Bel51_tablet.PDF.pdf,YENiDEN i~LENEN BiR KUL TEPE TABLETi,Dr. CAHiT GONBATTI,,,LI,1987,199
Gunbatti_1992_AlpFS_women.pdf,Some observations about the commercial activities of women in the light of the Kiiltepe Tablets,CAHiT GUNBA TTl,Ankara,,,1992,
Gunbatti_1995_ArAn1_correspondence.pdf,MORE EXAMPLES OF CORRESPONDENCES BETWEEN karum's,Cahit Gunbaiti,,,,1986,
Gunbatti_1996_ArAn2_2new.pdf,TWO NEW TABLETS THROWING LIGHT ON THE RELATIONS BETWEEN ANATOLIAN KINGS AND ASSYRIAN MERCHANTS IN THE PERIOD OF THE ASSYRIAN COLONIES,Cahit Gunbatti,,,,1994,
Gunbatti_1997_ArAn3_BigicFS_sargon.pdf,KULTEPE'DEN AKADLI SARGON'A AtT BtR TABLET,Cahit CUNBAITI,,,,1996,
Gunbatti_1998b_UKHB3_Sargon.pdf,KULTEPE'DEN AKADLI SARGON'A AiT BiR TABLET,Cahit GUNBATTI,,,,1998,
Gunbatti_1999_Bel63_museum_tablet.PDF.pdf,Ankara Etnografya Müzesinde Bulunan Bir Kapadokya Tableti,Cahit Guntay,Ankara,Türk Tarih Kurumu Belleten,LXIII,1999,237
Gunbatti_2001_VeenhofFS_river_miss_157.pdf,THE RIVER ORDEAL IN ANCIENT ANATOLIA,Cahit Giinbattl,Ankara,,,2001,
Gunbatti_2004_LarsenFS_treaty.pdf,TWO TREATY TEXTS FOUND AT KOLTEPE,Cahit Gunbattl,,,,2004,
"Gunter, Ann C. - The Old Assyrian Colony Period Settlement at Bogazkoy-Hattusa in Central Turkey. Diss. Columbia 1980.pdf",THE OLD ASSYRIAN COLONY PERIOD SETTLEMENT AT BOGAZKOY-HATTUSA IN CENTRAL TURKEY: A CHRONOLOGICAL REASSESSMENT OF THE ARCHAEOLOGICAL REMAINS,Ann Clyburn Gunter,Columbia University,,,1980,
Guterbock_1965_LandsbergerFS_votive_sword.pdf,A VOTIVE SWORD WITH OLD ASSYRIAN INSCRIPTION,HANS G. GUTERBOCK,Chicago,,,1965,
"Gwaltney, W.C. - The Pennsylvania Old Assyrian Texts. HUCA 3, 1983.pdf",The Pennsylvania Old Assyrian Texts,W. C. Gwaltney Jr.,Cincinnati,Hebrew Union College Annual Supplements,3,1983,133–149
"Gwaltney, William C. - Indices of Proper Names from the EL. Old Assyrian Texts. HUCA 48, 1977 19-68.pdf",indices of Proper Names from the EL Old Assyrian Texts,"WILLIAM C. GWALTNEY, JR.","Milligan College, Tennessee",,,1977,
Gwaltney_1977_HUCA48_EL-indices.pdf,Indices of Proper Names from the EL Old Assyrian Texts,"WILLIAM C. GWALTNEY, JR.","Milligan College, Tennessee",,,1977,
Gwaltney_1992_JAOS112_rev_KTS2.pdf,"Keilschrifttexte in den Antiken-Museen zu Stambul, II",Veysel Donbaz,,Journal of the American Oriental Society,112,1992,333-336
Gwaltney_1998_JAOS118_rev_AKT3.pdf,"Ankaraner Kultepe-Texte, III",W. C. Gwaltney,,Journal of the American Oriental Society,118,1998,277-278
"Günbatti, Cahit - An Eponym List (KEL G) from Kültepe. AoF 35 1, 2008 103-132 (1).pdf",An Eponym List (KEL G) from Kültepe,Cahit Günbattı,,Altoriental. Forsch.,35,2008,103–132
"Günbatti, Cahit - Die Beziehungen zwischen assyrischen Kaufleuten und anatolischen Fürsten aus Kültepe. CDOG 8, 2008 125-136.pdf",DIE BEZIEHUNGEN ZWISCHEN ASSYRISCHEN KAUFLEUTEN UND ANATOLISCHEN FÜRSTEN VOR ALLEM IM LICHTE DER VERTRAGSTEXTE AUS KÜLTEPE,Cahit Günbatti,Ankara,,,2004,
Günbatti_2008_AOF 35-1_An Eponym List - KEL G - from Kültepe.pdf,"Subsistence, surplus and the market for grain and meat at ancient Kanesh",Jan Gerrit Dercksen,,,,2008,On some Old Assyrian cereal names
Hakan et al_2005_ArAn8_Kultepe'den nikkassum'la Ilgili Alti Yeni Belege.pdf,Kültepe’den nikkassum’la İlgili Altı Yeni Belge,Hakan EROL - İrfan ALBAYRAK,,ARCHIVUM ANATOLICUM,2-Aug,2005,20-Jan
Hallo_1977_HUCA48_new_moons_sabbaths.pdf,New Moons and Sabbaths: A Case-study in the Contrastive Approach,WILLIAM W. HALLO,Yalt UnivmilJ,Hebrew Union College Annual,48,2006,18-Jan
Harlow_Michel_2022_Melammu11_IntroTextiles.pdf,EVIDENCE COMBINED,"Raija Mattila, Sebastian Fink, Sanae Ito",Wien,Österreichische Akademie der Wissenschaften,920,2022,9–311
"Harper, Prudence O. - Dating a Group of Ivories from Anatolia. The Connoisseur 172, 1969 156-162.pdf",Dating a group of ivories from Anatolia,Prudence Oliver Harper,London,The Connoisseur,172,1969,1-157
Hawkins_1971_BSOAS34_rev_Orlin_AC.pdf,Assyrian colonies in Cappadocia,Louis Lawrence Orlin,,Bulletin of the School of Oriental and African Studies,34,1971,391-392
"Hecker - kunuk karim saher rabi, FS Kienast AOAT 274 (2003) 183-196.pdf",Alter Orient und Altes Testament,Burkhart Kienast,Münster,Ugarit-Verlag,274,2003,184–185
Hecker FS - AOF 35-1 2008 Complete.pdf,ALTORIENTALISCHE FORSCHUNGEN,Jörg Klinger,Berlin,Altorientalische Forschungen,35,2008,3–9
"Hecker, Karl - Grammatik der Kultepe-Texte. AnOr 44, 1968.pdf",Grammatik der Kültepe-Texte,Karl Hecker,Freiburg,Analecta Orientalia,44,1968,Jan-63
"Hecker, Karl - kunuk karim saher rabi, FS Kienast. AOAT 274, 2003, pp. 183-196.pdf",Alter Orient und Altes Testament,Burkhart Kienast,Münster,Ugarit-Verlag,274,2003,184–185
Heffron 2016 Stone Stelae.pdf,Stone stelae and religious space at Kültepe-Kaneš,Yağmur Heffron,"University College London, UK",Anatolian Studies,66,2016,23-42
"Heilmann_2004_Iraq66_'Those Old Assyrian Legends'. RAI 49, Iraq 66, 2004 257-264.pdf","""Those Old Assyrian Legends"": Der wiederentdeckten kurzfilm La Regina di Ninive (Italien 1911)",Regina Heilmann,,Iraq,66,2004,257-264
"Heltzer, M. - The Metal Trade of Ugarit and the Problem of Transportation of Commercial Goods 28.pdf",The Metal Trade of Ugarit and the Problem of Transportation of Commercial Goods,M. Heltzer,,Iraq,39,1977,203-211
Heltzer_1998_AoF25_dishonest.pdf,"So wird bei entsprechend groiSen Grabungen in interdisziplinarer Zusammenarbeit zwischen Archaologen und Naturwissenschaftlern versucht, moglichst viele Aspekte der Entwicklung einer Siedlung in ihrem natlirlichen Umfeld zu betrachten.",Lutz Martin,,,,1998,
Hertel & Larsen 2010 - FS Donbaz - Situating Legal Strategies.pdf,Veysel Donbaz’a Sunulan Yazılar,Şevket Dönmez,Istanbul,,,2010,
Hertel & Larsen_Situating Legal Strategies_FINAL draft.pdf,Situating Legal Strategies,Thomas Klitgaard Hertel and Mogens Trolle Larsen,,,,2010,
Hertel_2007_Dissertation_Old_Assyrian_Legal_Practices.pdf,Old Assyrian Legal Practices,Thomas Klitgaard Hertel,"University of Copenhagen, Denmark",,,2007,
Hertel_2013_OAAS6_OA legal practices.pdf,Old Assyrian Legal Practices. Law and Dispute in the Ancient Near East,Thomas Klitgaard Hertel,Leiden,PIHANS,6,2013,
Highcock_2018_Assyrians_Abroad_Expanding_Borders_JANEH.pdf,Assyrians Abroad: Expanding Borders Through Mobile Identities in the Middle Bronze Age,Nancy Highcock,New York City,Journal of Ancient Near Eastern History,,2018,aop
"Hirsch, Hans - Untersuchungen zur Altassyrischen Religion (UAR). BAfO 13-14, 1972.pdf",Untersuchungen zur altassyrischen Religion,Hans Hirsch,Wien,Archiv für Orientforschung,13/14,1972,
"Hoffner, H & G. Beckman eds - Kaniššuwar. A Tribute to Hans G. Güterbock on his 75th Birthday. AS 23, 1986.pdf",KANIUWAR: A TRIBUTE TO HANS G. GÜTERBOCK ON HIS SEVENTY-FIFTH BIRTHDAY,"HARRY A. HOFFNER, JR. and GARY M. BECKMAN",Chicago,ASSYRIOLOGICAL STUDIES,23,1986,1–189
Hoffner_1996_HirschFS_kumrum_epattum.pdf,Hittite Equivalents of Old Assyrian kumrum and e pattum,HARRY A. HOFFNER Jr.,Chicago,,,1996,
Hrozny_1928_OLZ1928_rev_Clay_BIN4.PDF.pdf,Sumerische Untersuchungen,Arno Poebel,Berlin,Orientalistische Literaturzeitung,10,1928,850
Hrozny_1928_OLZ31_rev_BIN4.pdf,Sumerische Untersuchungen,Arno Poebel,Berlin,Orientalistische Literaturzeitung,10,1928,850
Hudson_2005_JESHO48_Rev_Warburton_Macro.pdf,A FREE-ENTERPRISE CRITIQUE OF ANCIENT ECONOMIES,David A. Warburton,,,,2005,300
Huehnergard_Sharlach_2000_JCS52_sha_bala-a_tablet.pdf,TEXTS AND FRAGMENTS A ÅÀ BALA-A TABLET,J. Huehnergard and T. M. Sharlach,"Harvard University, Cornell University",Journal of Cuneiform Studies,52,2000,123–124
Hunger_1976_JAOS96_rev_AOATT.pdf,Aspects of Old Assyrian Trade and Its Terminology,K. R. Veenhof,Leiden,Journal of the American Oriental Society,96,1976,432
"ICK 2 Hecker ed, 1962.pdf",Inscriptions cun´eiformes du K¨ultepe,Lubor Matouˇs,Prag,,2,1962,
ICK 2 Hecker ed.pdf,Inscriptions cun´eiformes du K¨ultepe,Lubor Matouˇs,Prag,,2,1962,
"ICK 2, 1962.pdf",Inscriptions cunéiformes du Kultépé,Lubor Matous,Prague,,II,1962,
Index_Personal_Names_Old_Babylonian_Sipp.pdf,"Index Personal Names Old Babylonian ""Sippar""","G.Th.Ferwerda, E. Woestenburg",Leiden,,,1998,
IndiaRussiaand18thcenttranscentralasiancaravantrade.pdf,"INDIA, RUSSIA AND THE EIGHTEENTH-CENTURY TRANSFORMATION OF THE CENTRAL ASIAN CARAVAN TRADE",SCOTT LEVI,Madison,JESHO,42,1999,247–249
Innaya_v1.pdf,Analyse,Cécile MICHEL,Paris,,,1991,
Innaya_v2.pdf,INNAYA DANS LES TABLETTES P ALÉO-ASSYRIENNES II,Cécile MICHEL,Paris,Editions Recherche sur les Civilisations,,1991,
Istanbul Exposition.pdf,"Anatolia’s Prologue, Kültepe Kanesh Karum. Assyrians in Istanbul",Fikri Kulakoğlu and Selmin Kangal,Kayseri,,,2010,360
JCSSup4_frontmatter_copy-libre.pdf,"current research at Kültepe-Kanesh: An Interdisciplinary and Integrative Approach to Trade Networks, Internationalism, and Identity","Levent Atici, Fikri Kulakoğlu, Gojko Barjamovic, Andrew Fairbairn",,Journal of Cuneiform Studies Supplemental Series,4,2014,1-220
JCSSupp4_2014 (5).pdf,"Current research at Kültepe-Kanesh: An Interdisciplinary and Integrative Approach to Trade Networks, Internationalism, and Identity","Levent Atici, Fikri Kulakoğlu, Gojko Barjamovic, Andrew Fairbairn",,Journal of Cuneiform Studies,4,2014,1–220
"JESHO 46, Dercksen, Review Fiast Fernhandel.pdf",Der Fernhandel des assyrischen Reiches zwischen dem 14. und 11. Jh. v. Chr,Betina I. Faist,Münster,Journal of the Economic and Social History of the Orient,46,2003,540-543
Jakobsen_1954_JCS8_Txt-Frag.pdf,Texts and Fragments (17-23),Thorkild Jacobsen,Copenhagen,Journal of Cuneiform Studies,8,1954,82-86
Jankowska_1967_ArOr35_ep_rotation.pdf,A SYSTEM OF ROTATION OF EPONYMS OF THE COMMERCIAL ASSOCIATION AT KANIS (ASIA MINOR XIX B. C.),N. H. Jankowska,Leningrad,ARCHIV ORIENTALNI,35,1967,524–525
Jaques_04_inannaetEbih.pdf,Inanna et Ebiä: Nouveaux textes,Margaret Jaques,Zurich,Zeitschrift für Assyriologie,94,2004,202–225
"Jasnik, A. & Marino, M - The West-Anatolian origins of the Que kingdom Dynasty.pdf",The West-Anatolian origins of the Que kingdom Dynasty,Anna Margherita Jasink – Mauro Marino,,,,2007,
Jenkins_2004_CSSAAME24_German_Orientalism.pdf,German Orientalism: Introduction,Jennifer Jenkins,,"Comparative Studies of South Asia, Africa and the Middle East",24,2004,98
Johnson_2006_RBL_Rev_Haselbach_Sarg_Akk.pdf,Sargonic Akkadian: A Historical and Comparative Study of the Syllabic Texts,Rebecca Hasselbach,Wiesbaden,,,2005,xvi + 292
Jursa_Radner_1996_AfO42-3_OA_text.pdf,"Die neuassyrische Kaufurkunde aus dem Bible Lands Museum, Jerusalem",A. K. Grayson,Jerusalem,,,1981,
KAH 1 (1911) & 2 (1922).pdf,Keilschrifttexte historischen Inhalts,Friedrich Delitzsch,Berlin,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,1,1911,1–1
KAH 1 s 16.pdf,Inschriften der älteren assyrischen Mericher. 2.,Friedrich Delitzsch,,,,1911,
KAH 1 s 17.pdf,Samsi-Adad: Steintafel-Inschrift (Nr. 887),Friedrich Delitzsch,,,,1911,
KAH 1 s 18.pdf,Inschriften der älteren assyrischen Herrscher. 2 und 3.,Friedrich Delitzsch,,,,1911,
KAH 2.pdf,Keilschrifttexte aus Assur historischen Inhalts,Otto Weber,Leipzig,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,37,1922,1–2
KAR.pdf,Keilschrifttexte aus Assur,Friedrich Delitzsch,Leipzig,,,1919,
KAR5.pdf,Religiöse Keilschrifttexte aus Assur,Erich Ebeling,Leipzig,WISSENSCHAFTLICHE VEROFFENTLICHUNG DER DEUTSCHEN ORIENT-GESELLSCHAFT,,1920,
KAV.pdf,Keilschrifttexte aus Assur verschiedenen Inhalts,Otto Schröder,Leipzig,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,1,1920,"1-6, 143-144"
KBo 1.pdf,Keilschrifttexte aus Boghazkoi,"H. H. Figulla, E. Forrer, E. F. Weidner",Leipzig,30. Wissenschaftliche Veröffentlichung der Deutschen Orient-Gesellschaft,1,1916,Jan-40
KBo 2.pdf,WISSENSCHAFTLICHE VEROFFENTLICHUNG DER DEUTSCHEN ORIENT-GESELLSCHAFT,H. H. Figulla,Leipzig,,2,1916,Jan-34
KBo 23.pdf,Keilschrifttexte aus dreiundzwanzigstes Heft (insbes. Texte aus Gebwuee A),"Heinrich Otten, Christel Rüster",Berlin,,,1976,
KBo 3.pdf,WISSENSCHAFTLICHE VEROFFENTLICHUNG DER DEUTSCHEN ORIENT-GESELLSCHAFT,H. H. Figulla,Leipzig,,3,1923,Jan-78
KBo 4.pdf,Der 80. Band wird mit diesem Heft abgeschlossen,Emil Forrer,Leipzig,,80,1920,4-Jan
KBo 5-6.pdf,KEILSCH RIFTTEXTE AUS GHAZKOI FUNFTES UND SECHSTES HEFT,Friedrich Hrozny,Leipzig,Wissenschaftliche Veröffentlichungen der Deutschen Orient-Gesellschaft,,1921,
KBo1-4.pdf,Keilschrifttexte aus Boghazkoi,"H. H. Figulla, E. Forrer, E. F. Weidner",Leipzig,30. Wissenschaftliche Veröffentlichung der Deutschen Orient-Gesellschaft,1,1916,Jan-40
KTP_Stephens_1927_JSOR11.pdf,THE CAPPADOCIAN TABLETS IN THE UNIVERSITY OF PENNSYLVANIA MUSEUM,FERRIS J. STEPHENS,Culver-Stockton College,JOURNAL OF THE SOCIETY OF ORIENTAL RESEARCH,XI,1927,101–103
Karaduman_2008_JNES67_3_installment_debts.pdf,THREE KÜLTEPE TEXTS REGARDING THE PAYMENT OF A DEBT IN INSTALLMENTS,AYVE KARADUMAN,Ankara,Journal of Near Eastern Studies,67,2008,81–82
Kawakami_2006_AlRafidan27_loc_Purushanta.PDF.pdf,THE LOCATION OF PURUSIjANTA,Naohiko KAWAKAMI,,Al-Rafidan,XXVII,2006,59
"Kawasaki, Yasushi - An Old Assyrian Tablet from Liverpool Museum. Orient 33 1998 79-87.PDF","AN UNPUBLISHED OLD ASSYRIAN TABLET IN THE ""PROF. GARSTANG COLLECTION, HOUSED IN LIVERPOOL MUSEUM""",Yasushi KAWASAKI,,ORIENT,XXXIII,1998,79
Keetman_04_uriiisargonicsyllabar.pdf,Erneuerung des Syllabars im Ur III-Akkadischen: Schriftreform oder Sprachwandel?,Jan Keetman,Istanbul,Zeitschrift für Assyriologie,94,2004,186–201
Keibi50Band 50 (1988 - 1989).pdf,Keilschriftbibliographie. 50,K. Deller - H. Klengel,Heidelberg,,50,1988-1989,
Keibi51-Band 51 (1990 - 1991).pdf,Keilschriftbibliographie. 51,K. Deller - H. Klengel,"Heidelberg, Berlin",,51,1990-1991,
Keibi52-Band 52 (1992).pdf,Keilschriftbibliographie. 52,K. Deller - H. Klengel - K. Maksen,,,52,1992,
Keibi53-Band 53 (1993).pdf,Keilschriftbibliographie. 53,K. Deller - H. Klengel - K. Maksen,Heidelberg; Berlin,,53,1993,
Keibi54-Band 54 (1994).pdf,Keilschriftbibliographie. 54,"K. Deller, H. Klengel","Heidelberg, Berlin",,54,1994,
Keibi55-Band 55 (1995).pdf,Keilschriftbibliographie. 55,K. Deller - H. Klengel - A. Schuster,"Heidelberg, Berlin",,,1995,
Keibi57-Band 57 (1997 - 1998).pdf,Keilschriftbibliographie 57,Hans Neumann,Heidelberg,Orientalia,,1997-1998,
Keibi58-Band 58 (1999).pdf,Keilschriftbibliographie,Hans Neumann,Münster,,58,1999,
Keibi59-Band 59 (2000).pdf,Keilschriftbibliographie,Hans Neumann,Münster,,59,2000,
Keibi60-Band 60 (2001).pdf,Keilschriftbibliographie,Hans Neumann,Münster,,60,2001,
Keibi61-Band 61 (2002).pdf,Keilschriftbibliographie,Hans Neumann,Münster,,,2002,
Keibi62-Band 62 (2003).pdf,Keilschriftbi bliographie,Hans Neumann,Münster,,62,2003,
Keibi65-Band 65 (2006).pdf,Keilschriftbibliographie.65,Hans Neumann,Münster,,,2006,
Keibi67-Band 67 (2008).pdf,Keilschriftbibliographie,Hans Neumann,Münster,,67,2008,
"Kestemont, Guy - Remarques sur les aspects juridiques du Commerce dans le proche-orient du XIVe siecle 27.pdf",Remarques sur les aspects juridiques du Commerce dans le proche-orient du XIVe siecle avant notre ere,Guy Kestemont,,Iraq,39,1977,191-201
"Kienast - Altassyrische Eherecht, SANTAG 10, 2015.pdf",Das altassyrische Eherecht,Burkhart Kienast,Wiesbaden,Arbeiten und Untersuchungen zur Keilschriftkunde,10,2015,9–79
"Kienast, Burkhart - Altassyrische Texte. ZA Erg.-Bd. 1, 1960.pdf",DIE ALTASSYRISCHEN TEXTE,Burkhart Kienast,Heidelberg,Unter-suchungen zur Assyriologie und Vorderasiatischen Archäologie,1,1960,1–117
"Kienast, Burkhart - Das Altassyrische Kaufvertragsrecht. FAOSB 1, 1984.pdf",Das altassyrische Kaufvertragsrecht,Burkhart Kienast,Stuttgart,Altassyrische Texte und Untersuchungen,1,1984,1-106
"Kienast, Burkhart - The Old Assyrian be'ulatum. JCS 41, 1989 87-95.pdf",The Old Assyrian be'ūlātum,Burkhart Kienast,Freiburg i.Br.,Journal of Cuneiform Studies,41,1989,87-95
Kienast_1975_WdO8_Pfandrecht.pdf,Bemerkungen zum altassyrischen Pfandrecht,Burkhart Kienast,Freiburg,,,1975,
King 7 Tablets of Creation v1.pdf,Die sieben Tablets der Schöpfung,L. W. King,,,,1902,
King 7 Tablets of Creation v2.pdf,Die sieben Tablets der Schöpfung,L. W. King,,,,1902,
King Gates Shalmaneser.pdf,The Gates of Shalmaneser,L. W. King,London,,,1915,
Klein_04_6tabletsfromUruk.pdf,Six New Archaic Tablets From Uruk,Jacob Klein,Ramat Gan,Zeitschrift für Assyriologie,94,2004,161–174
Klein_2004_ZA94_6_tablets_Uruk.pdf,Six New Archaic Tablets From Uruk,Jacob Klein,Ramat Gan,Zeitschrift für Assyriologie,94,2004,161–174
"Klengel, H. - Nomaden und Handel 25.pdf",Nomaden und Handel,Horst Klengel,,Iraq,39,1977,163-169
"Klinkott, Kubisch, and Muller-Wollermann, eds - Geschenke und Steuern, Zolle und Tribute. CHANE 29, 2007.pdf","Geschenke und Steuern, Zölle und Tribute: antike Abgabenformen in Anspruch und Wirklichkeit","H. Klinkott, S. Kubisch, R. Müller-Wollermann","Leiden, Boston",Culture and History of the Ancient Near East,29,2007,1–371
Knoppers_et_al_2005_JHS6_chroniclers.pdf,"Chronicles and the Chronicler: A Response to I. Kalimi, An Ancient Israelite Historian: Studies in the Chronicler, His Time, Place, and Writing",Gary N. Knoppers,The Pennsylvania State University,Journal of Hebrew Scriptures,6,2006,2
Komorocyz - Tilmun als speicher des landes im epos enki und ninhursag 11.pdf,"Tilmun als ""speicher des landes"" im epos ""enki und ninhursag""",G. Komoróczy,,Iraq,39,1977,67-70
"Koschaker, Paul - Ein altassyrisches Rechtsbuch. 1922.pdf",Ein altassyrisches Rechtsbuch,Hans Ehelolf,Berlin,Mitteilungen aus der Vorderasiatischen Abteilung der Staatlichen Museen,I,1922,
Kouwenberg-C. Günbattı'ya Armağan.pdf,Studies in Honour of Cahit Günbattı,"İrfan Albayrak, Hakan Erol, Murat Çayır",Ankara,,,2015,
Kouwenberg_2001_VeenhofFS_e-a-interchange.pdf,The Interchange of e and a in Old Babylonian,N.J.C. Kouwenberg,Leiden,,,2001,226
Kouwenberg_2004_LarsenFS_Nstem.pdf,ASSYRIAN LIGHT ON THE HISTORY OF THE N-STEM,N. 1. C. Kouwenberg,,,,2004,334
Kouwenberg_2005_ZA95_Gt_Stem_Akkadian.pdf,Reflections on the Gt-stem in Akkadian,N. J. C. Kouwenberg,Leiden,Zeitschrift für Assyriologie,95,2005,77–103
Kouwenberg_2006_PIHANS106_assyrian_Gutturals.pdf,The Akkadian Language in its Semitic Context,"G. Deutscher, N. J. C. Kouwenberg",Leiden,,,2006,
Kouwenberg_2017_GOA_HdO118.pdf,A Grammar of Old Assyrian,N.J.C. Kouwenberg,Leiden,Handbook of Oriental Studies,118,2017,
Kouwenberg_2019_Introduction Old Assyrian.pdf,Introduction to Old Assyrian,N.J. C. Kouwenberg,Munster,Zaphon,,2019,
Kouwenberg_Finke_JEOL44_2013_A  New  Old Assyrian Incantation.pdf,A “NEW” OLD ASSYRIAN INCANTATION,"Bert Kouwenberg, Jeanette C. Fincke","Leiden, London",jaarbericht “ex oriente lux”,44,2012-2013,141-142
"Kramer, S. N. - Commerce and Trade Gleanings from Sumerian Literature 10.pdf",Commerce and Trade: Gleanings from Sumerian Literature,S. N. Kramer,,Iraq,39,1977,59-66
"Kraus et al - Altbabylonische Briefe vols. 1-14. AbB 1-14, 1967-2005.pdf","Altbabylonische Briefe, I",Kraus et al.,,,,1967-2005,
Krebernik_04_schultext.pdf,Wörter und Sprichwörter: der zweisprachige Schultext HS 1461,Manfred Krebernik,Jena,Zeitschr. f. Assyriologie,94,2004,226–249
Kromer_etal_2001_Science294_Regional_14CO2_offsets.pdf,"Regional 14CO2 Offsets in the Troposphere: Magnitude, Mechanisms, and Consequences","Bernd Kromer, Sturt W. Manning, Peter Ian Kuniholm, Maryanne W. Newton, Marco Spurk, Ingeborg Levin",,,,2001,
"Kryszat, G. - Review of C. Michel & P. Garelli TPAK 1. WeOr 20, 1999 171ff.pdf",Die Welt des Orients,Guido Kryszat,,Die Welt des Orients,30,1999,171-182
"Kryszat, Guido - Zur Chronologie der Kaufmannsarchiv aus der Schicht 2 des Karum Kanes. PIHANS 99, 2004.pdf",Zur Chronologie der Kaufmannsarchive aus der Schicht 2 des Kârum Kanes,Guido Kryszat,Leiden,,,2004,
"Kryszat, Guido. 2008. Assur ist Konig. Das mittelassyrische Krönungsritual im Lichte assyrischer Identitätsfindung.pdf",Assur ist König,Guido Kryszat,,,,2008,
Kryszat_2004_CDOG3_Zur Hethitischen Geschichte.pdf,ALTASSYRISCHE QUELLEN ZUR FRÜHEN HETHITISCHEN GESCHICHTE,Guido Kryszat,Berlin,,,2004,
Kryszat_2017_NABU_2017_66_aA_Votivinschrift.pdf,Zur altassyrischen Votivinschrift Assur 19624a/VA 8365,Guido Kryszat,,NABU,66,2017,
Kryszat_2018_Sarru.matan.pdf,Übergangszeiten,"Kai Kaniuth, Daniel Lau, Dirk Wicke",Münster,Altorientalische Studien,1,2018,1–279
Kryszat_Zur_Liste_der_Schwurgotter_im_Assur_Apum.pdf,Zur Liste der Schwurti' er im Assur-Aph-Vertrag,Guido Kryszat,Universität Mainz,,,2003,
Kulakoglu_Kryszat_Michel_2021_KIM4_SUBARTU46.pdf,Cultural Exchanges and Current Research at Kültepe and its Surroundings,"Fikri Kulakoğlu, Guido Kryszat, Cécile Michel",,Subartu,46,2021,1–275
Kupper_1959_JESHO2_Role_nomads.pdf,Le rôle des nomades dans l'histoire de la Mésopotamie ancienne,J. R. Kupper,,Journal of the Economic and Social History of the Orient,2,1959,113
Küçükbezci_2017_ASSUR_TICARET_KOLONILERI.pdf,ASSUR TİCARET KOLONİLERİ ÇAĞI’NDA ORTA ANADOLU’DA DİNSEL YAPI,Hatice Gül KÜÇÜKBEZCİ,,,,2017,
Langdon PBS 10 2.pdf,Sumerian Liturgical Texts,Stephen Langdon,Philadelphia,Publications of the Babylonian Section,x,1917,103–193
Langdon PBS 10 4.pdf,Sumerian Liturgies and Psalms,Stephen Langdon,Philadelphia,Publications of the Babylonian Section,x,1919,233–330
